multiplier,MAPE_with_mean,MAPE_with_std,MAPE_wo_mean,MAPE_wo_std,PH_MAPE_with_mean,PH_MAPE_with_std,PH_MAPE_wo_mean,PH_MAPE_wo_std
0.5,9.53240140279134,0.0299526692622624,9.31265449523926,0.218648699315964,9.17117627461751,0.0232867957964473,9.32370471954346,0.099808718938857
1,9.23858165740967,0.569657203370337,9.26081148783366,0.296940478735542,8.67212772369385,0.371392925275149,8.61793613433838,0.0511421432136974
2,9.11564381917318,0.271037267286725,8.88835080464681,0.262550607245727,7.80703353881836,0.0814432324621233,7.90375216801961,0.0564504894714384
4,11.2033240000407,0.513404249003177,10.3588126500448,0.148157686765833,7.8461225827535,0.235338375997177,7.70465898513794,0.105226518719134
