Model,MAPE_percent_mean,MAPE_percent_std,WAPE_percent_mean,WAPE_percent_std,RMSE_mean,RMSE_std,R2_mean,R2_std,PH_MAPE_percent_mean,PH_MAPE_percent_std
ARIMA,9.992114,0,9.505035,0,649.3668,0,0.7664976,0,9.670169,0
LSTM,29.7761066666667,0.0252842566300315,32.6377066666667,0.0295728834125681,2078.328,1.9337479153189,-1.39188133333333,0.00444958675983889,33.1683733333333,0.0328311823322476
CNN_LSTM,10.6621233333333,0.0437584384243014,10.08562,0.0542435950136046,680.465466666667,5.69390044989665,0.743584833333333,0.00428810163864311,12.23629,0.302797319505969
Transformer,11.4513266666667,0.288776082342934,10.7926,0.30050018768713,720.2238,19.1727466892462,0.712623433333333,0.0152285697622375,13.0079333333333,1.23587494360608
TA_Transformer,12.1240566666667,0.067285145710872,11.2265366666667,0.0779624950430226,744.0014,5.38891949002768,0.693469266666667,0.0044368474690182,13.9484366666667,0.32868843763256
